0,3
0,4
0,10
0,13
0,14
0,16
0,17
0,21
0,22
0,28
0,31
0,32
0,37
0,38
0,40
0,44
0,46
1,3
1,4
1,8
1,12
1,13
1,15
1,17
1,18
1,25
1,28
1,30
1,36
1,45
2,4
2,8
2,12
2,14
2,22
2,23
2,26
2,28
2,30
2,33
2,34
2,41
2,43
2,44
2,45
2,47
2,49
3,6
3,9
3,11
3,13
3,14
3,18
3,19
3,20
3,22
3,24
3,25
3,29
3,30
3,34
3,35
3,38
3,40
3,41
3,47
3,48
4,5
4,11
4,17
4,18
4,20
4,22
4,23
4,27
4,30
4,31
4,37
4,40
4,46
5,8
5,10
5,11
5,14
5,16
5,22
5,24
5,25
5,29
5,31
5,32
5,39
5,42
5,44
5,45
5,46
6,8
6,10
6,11
6,13
6,14
6,16
6,17
6,18
6,20
6,26
6,27
6,29
6,30
6,31
6,32
6,33
6,34
6,35
6,36
6,40
6,41
6,43
7,8
7,9
7,11
7,12
7,15
7,17
7,20
7,22
7,28
7,31
7,35
7,36
7,38
7,43
7,44
8,10
8,11
8,15
8,16
8,18
8,20
8,24
8,26
8,27
8,29
8,30
8,43
8,48
9,10
9,11
9,12
9,17
9,19
9,21
9,24
9,26
9,28
9,30
9,36
9,37
9,47
10,11
10,13
10,14
10,17
10,23
10,32
10,33
10,44
10,49
11,12
11,15
11,18
11,21
11,25
11,27
11,29
11,30
11,34
11,35
11,36
11,37
11,40
11,45
11,48
12,14
12,23
12,28
12,31
12,32
12,36
12,37
12,38
12,42
12,43
12,47
13,17
13,18
13,21
13,24
13,25
13,26
13,28
13,34
13,35
13,38
13,39
13,41
13,42
13,48
14,16
14,21
14,22
14,23
14,26
14,27
14,35
14,36
14,38
14,39
14,47
15,18
15,20
15,23
15,24
15,31
15,33
15,36
15,38
15,41
15,44
15,45
15,46
16,23
16,25
16,28
16,33
16,34
16,36
16,38
16,43
16,44
16,48
17,18
17,20
17,21
17,23
17,24
17,25
17,27
17,33
17,34
17,37
17,39
18,20
18,25
18,27
18,33
18,36
18,37
18,39
18,40
18,42
19,22
19,24
19,29
19,32
19,33
19,40
19,42
19,43
19,48
20,26
20,27
20,33
20,35
20,37
20,38
20,39
20,40
20,45
21,23
21,26
21,27
21,31
21,32
21,34
21,41
21,49
22,27
22,30
22,33
22,37
22,38
22,40
22,43
22,46
23,25
23,31
23,35
23,39
23,40
23,48
24,27
24,30
24,35
24,36
24,43
24,46
24,47
24,48
25,27
25,39
26,32
26,35
26,39
26,48
27,33
27,34
27,35
27,39
27,42
27,46
28,35
28,38
28,41
28,47
29,31
29,35
29,38
29,42
29,46
29,47
30,34
30,39
30,41
30,42
30,44
30,45
30,48
31,32
31,37
31,42
31,45
32,34
32,37
32,40
33,34
33,38
33,39
33,42
33,45
33,47
33,48
34,35
34,36
34,42
34,47
34,49
35,41
35,43
35,49
36,40
37,38
37,40
37,42
37,48
38,43
38,44
38,46
38,49
39,40
39,45
40,42
40,43
40,45
41,42
41,47
41,48
43,44
43,45
45,46
45,47
45,48
46,48
47,48
48,49
